index,state,county,no_01,no_02,no_03,no_other,yes_01,yes_02,yes_03,yes_other,evac
2658,MS,harrison county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2659,MS,harrison county,,,,,concerned storm would cause home to flood,concerned strong winds would make house unsafe,,,"yes, evacuated"
2660,AL,mobile county,29,,,I JUST NEVER GO ANYPLACE IN A HURRICANE,,,,,"no, did not evacuate"
2661,AL,mobile county,,,,,concerned that storm might hit,,,,"yes, evacuated"
2662,LA,st. tammany parish,5,,,,,,,,"no, did not evacuate"
2663,LA,orleans parish,6,,,,,,,,"no, did not evacuate"
2664,LA,st. john the baptist parish,3,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
2665,LA,st. charles parish,6,,,,,,,,"no, did not evacuate"
2666,MS,harrison county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
2667,AL,baldwin county,18,,,,,,,,"no, did not evacuate"
2668,LA,orleans parish,,,,,advice from national weather service,,,,"yes, evacuated"
2669,LA,jefferson parish,18,,,,,,,,"no, did not evacuate"
2670,AL,baldwin county,4,,,,,,,,"no, did not evacuate"
2671,LA,orleans parish,29,,,HAD TO WORK,,,,,"no, did not evacuate"
2672,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2673,LA,orleans parish,18,,,,,,,,"no, did not evacuate"
2674,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2675,AL,mobile county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2676,LA,jefferson parish,,,,,advice from national weather service,,,,"yes, evacuated"
2677,LA,jefferson parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2678,MS,hancock county,,,,,probability (odds) were high that the storm could hit,forecast indicated storm could hit,,,"yes, evacuated"
2679,LA,st. tammany parish,,,,,advice or order by elected officials,advice from the media,,,"yes, evacuated"
2680,MS,harrison county,6,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
2681,LA,plaquemines parish,,,,,"other, specify",,,MY CHILDREN,"yes, evacuated"
2682,LA,jefferson parish,,,,,"other, specify",,,I WAS JUST NERVOUS,"yes, evacuated"
2683,AL,baldwin county,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
2684,LA,st. john the baptist parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2685,MS,harrison county,6,location was on the weak (left) side of the storm,storm wasn't severe enough to be dangerous even if it hit,,,,,,"no, did not evacuate"
2686,AL,mobile county,1,,,,,,,,"no, did not evacuate"
2687,LA,st. john the baptist parish,29,,,JUST DIDNT WANT TO,,,,,"no, did not evacuate"
2688,AL,baldwin county,29,,,I JUST DONT LIKE TO RUN,,,,,"no, did not evacuate"
2689,LA,st. charles parish,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
2690,LA,orleans parish,,,,,concerned storm would cause home to flood,"other, specify",,SAFETY OF FAMILY,"yes, evacuated"
2691,LA,orleans parish,14,,,,,,,,"no, did not evacuate"
2692,AL,baldwin county,,,,,advice from friend or relative,,,,"yes, evacuated"
2693,MS,hancock county,13,,,,,,,,"no, did not evacuate"
2694,MS,harrison county,29,,,THE TRACK WAS WAY EAST OF US.,,,,,"no, did not evacuate"
2695,LA,orleans parish,,,,,"other, specify",,,EVERYONE ELSE LEFT,"yes, evacuated"
2696,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2697,MS,harrison county,,,,,national weather service issued hurricane watch,,,,"yes, evacuated"
2698,MS,hancock county,28,,,,,,,,"no, did not evacuate"
2699,LA,orleans parish,,,,,"other, specify",,,SAFEGUARD,"yes, evacuated"
2700,LA,jefferson parish,1,,,,,,,,"no, did not evacuate"
2701,MS,hancock county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2702,LA,st. john the baptist parish,29,,,NEVER LEFT BEFORE,,,,,"no, did not evacuate"
2703,LA,jefferson parish,29,,,THE LORD TELLS ME TO STAY,,,,,"no, did not evacuate"
2704,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2705,AL,baldwin county,,,,,"other, specify",,,WE THOUGHT IT WOULD BE WISE,"yes, evacuated"
2706,AL,mobile county,,,,,"other, specify",,,MY SON HAD BOARDED HIS HOUSE UP AND MINE WASN'T,"yes, evacuated"
2707,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2708,LA,orleans parish,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
2709,LA,plaquemines parish,,,,,"other, specify",,,THE HURRICANE,"yes, evacuated"
2710,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2711,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2712,LA,st. john the baptist parish,18,,,,,,,,"no, did not evacuate"
2713,LA,st. charles parish,21,,,,,,,,"no, did not evacuate"
2714,AL,mobile county,29,,,I DECIDED TO STAY HOME AND PRAY,,,,,"no, did not evacuate"
2715,LA,jefferson parish,29,,,NO HOTELS WERE AVALIABLE AND THE TRAFFIC WAS BACKED UP,,,,,"no, did not evacuate"
2716,MS,harrison county,,,,,forecast indicated storm would hit,advice or order by elected officials,,,"yes, evacuated"
2717,LA,orleans parish,,,,,"other, specify",,,ELDERY PARENT,"yes, evacuated"
2718,MS,harrison county,,,,,don't know,,,,"yes, evacuated"
2719,LA,st. john the baptist parish,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
2720,MS,harrison county,,,,,advice from friend or relative,,,,"yes, evacuated"
2721,MS,hancock county,,,,,advice from friend or relative,,,,"yes, evacuated"
2722,AL,baldwin county,,,,,concerned storm would cause home to flood,concerned strong winds would make house unsafe,,,"yes, evacuated"
2723,LA,jefferson parish,29,,,I HAVE BEEN HERE FOR 50 YEARS AND NEVER HAD A PROBLEM,,,,,"no, did not evacuate"
2724,LA,jefferson parish,29,,,THE WIFE SAID NO,,,,,"no, did not evacuate"
2725,MS,hancock county,,,,,advice from national weather service,national weather service issued hurricane warning,,,"yes, evacuated"
2726,LA,orleans parish,,,,,concerned storm would cause home to flood,concerned that storm might hit,probability (odds) were high that the storm could hit,,"yes, evacuated"
2727,MS,harrison county,28,,,,,,,,"no, did not evacuate"
2728,LA,orleans parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2729,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2730,MS,hancock county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2731,AL,baldwin county,16,,,,,,,,"no, did not evacuate"
2732,LA,jefferson parish,28,,,,,,,,"no, did not evacuate"
2733,LA,st. tammany parish,29,,,DIDNT WANT TO LEAVE,,,,,"no, did not evacuate"
2734,MS,harrison county,6,,,,,,,,"no, did not evacuate"
2735,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2736,LA,st. charles parish,,,,,advice from friend or relative,,,,"yes, evacuated"
2737,LA,jefferson parish,21,,,,,,,,"no, did not evacuate"
2738,AL,baldwin county,,,,,"other, specify",,,I WAS AFRAID,"yes, evacuated"
2739,AL,mobile county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
2740,AL,baldwin county,,,,,advice from friend or relative,,,,"yes, evacuated"
2741,MS,hancock county,12,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
2742,AL,mobile county,,,,,"other, specify",,,MY HUSBAND WAS GOING TO BE GONE I WAS GOING TO BE ALONE WITH THE KIDS,"yes, evacuated"
2743,LA,orleans parish,,,,,advice from the media,information about the severity of the storm,,,"yes, evacuated"
2744,LA,orleans parish,21,"other, specify:____",,MY 93 YR OLD MOTHER DIDN'T WANNA LEAVE,,,,,"no, did not evacuate"
2745,MS,harrison county,1,,,,,,,,"no, did not evacuate"
2746,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
2747,LA,jefferson parish,29,,,I DON'T USUALLY EVACUATE,,,,,"no, did not evacuate"
2748,MS,harrison county,,,,,concerned strong winds would make house unsafe,concerned storm would cause home to flood,,,"yes, evacuated"
2749,LA,orleans parish,29,,,PARENTS DIDN'T GO ANYWHERE,,,,,"no, did not evacuate"
2750,LA,st. tammany parish,1,,,,,,,,"no, did not evacuate"
2751,LA,orleans parish,,,,,don't know,,,,"yes, evacuated"
2752,LA,plaquemines parish,22,,,,,,,,"no, did not evacuate"
2753,AL,baldwin county,,,,,"other, specify",,,BECAUSE IT WAS A CATEGORY FOUR AND WE LIVE BY LAND OVER LOOK BEACH,"yes, evacuated"
2754,LA,jefferson parish,,,,,"other, specify",,,IN NEW ORLEANS I HAVE HAD EXPERIENCE WITH HURRICANES,"yes, evacuated"
2755,AL,baldwin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2756,LA,orleans parish,30,,,,,,,,"no, did not evacuate"
2757,AL,baldwin county,24,,,,,,,,"no, did not evacuate"
2758,LA,orleans parish,6,,,,,,,,"no, did not evacuate"
2759,AL,baldwin county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2760,AL,mobile county,29,,,DIDNT FEEL IT WAS NECESSARY,,,,,"no, did not evacuate"
2761,MS,hancock county,,,,,"other, specify",,,COMMON SENSE,"yes, evacuated"
2762,LA,st. john the baptist parish,29,,,WASNT CONCERNED,,,,,"no, did not evacuate"
2763,MS,hancock county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2764,LA,jefferson parish,,,,,"other, specify",,,I HAVE A DISABLED SON SO I HAVE TO LEAVE EARLIER,"yes, evacuated"
2765,AL,baldwin county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2766,LA,jefferson parish,30,,,,,,,,"no, did not evacuate"
2767,LA,orleans parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2768,LA,jefferson parish,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2769,LA,orleans parish,27,,,,,,,,"no, did not evacuate"
2770,MS,harrison county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2771,LA,st. charles parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2772,MS,hancock county,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
2773,MS,harrison county,,,,,experience in other storms,,,,"yes, evacuated"
2774,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2775,AL,baldwin county,18,,,,,,,,"no, did not evacuate"
2776,LA,orleans parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2777,MS,hancock county,,,,,concerned storm would cause home to flood,advice or order by elected officials,,,"yes, evacuated"
2778,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2779,LA,st. john the baptist parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2780,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2781,LA,st. john the baptist parish,,,,,concerned that storm might hit,concerned strong winds would make house unsafe,,,"yes, evacuated"
2782,LA,st. tammany parish,1,,,,,,,,"no, did not evacuate"
2783,AL,mobile county,,,,,"other, specify",,,I LIVE ALONE THATS WHY,"yes, evacuated"
2784,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2785,LA,orleans parish,,,,,"other, specify",,,MY SON,"yes, evacuated"
2786,AL,baldwin county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2787,AL,baldwin county,,,,,concerned that storm might hit,,,,"yes, evacuated"
2788,LA,st. john the baptist parish,6,,,,,,,,"no, did not evacuate"
2789,LA,jefferson parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2790,MS,harrison county,5,,,,,,,,"no, did not evacuate"
2791,AL,mobile county,29,,,TRUST IN THE GOOD LORD,,,,,"no, did not evacuate"
2792,AL,baldwin county,16,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2793,MS,harrison county,,,,,information about the severity of the storm,concerned that storm might hit,,,"yes, evacuated"
2794,AL,baldwin county,29,,,I GOT A STORM SHELTER IN MY BACKYARD,,,,,"no, did not evacuate"
2795,LA,jefferson parish,29,,,HAD TO WORK,,,,,"no, did not evacuate"
2796,MS,harrison county,29,,,WE NEVER DO,,,,,"no, did not evacuate"
2797,LA,st. john the baptist parish,,,,,"other, specify",,,CONCERN FOR THEIR SAFETY,"yes, evacuated"
2798,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2799,AL,mobile county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2800,LA,orleans parish,6,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
2801,LA,st. john the baptist parish,,,,,"other, specify",,,FAMILY,"yes, evacuated"
2802,MS,hancock county,7,,,,,,,,"no, did not evacuate"
2803,MS,hancock county,7,,,,,,,,"no, did not evacuate"
2804,LA,st. tammany parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2805,LA,st. charles parish,21,house is well built (strong enough to be safe in storm),location was on the weak (left) side of the storm,,,,,,"no, did not evacuate"
2806,AL,mobile county,,,,,"other, specify",,,BECAUSE OF CHILDREN,"yes, evacuated"
2807,LA,jefferson parish,,,,,advice from the media,,,,"yes, evacuated"
2808,MS,hancock county,12,,,,,,,,"no, did not evacuate"
2809,MS,jackson county,6,,,,,,,,"no, did not evacuate"
2810,MS,hancock county,29,,,THIS IS JUST A SUMMER RESIDENCE WE ARE NOT HERE ALL THE TIME.I LIVE IN LA.,,,,,"no, did not evacuate"
2811,LA,orleans parish,,,,,concerned storm would cause home to flood,concerned that storm might hit,,,"yes, evacuated"
2812,MS,hancock county,,,,,"other, specify",,,FAMILY MEMBER WANTED THEM TO GO THERE,"yes, evacuated"
2813,MS,jackson county,,,,,concerned that storm might hit,,,,"yes, evacuated"
2814,AL,baldwin county,,,,,advice from the media,advice from national weather service,advice or order by public safety officials,,"yes, evacuated"
2815,MS,hancock county,1,,,,,,,,"no, did not evacuate"
2816,AL,mobile county,,,,,"other, specify",,,WANTED TO ACCOMPANY WIFE AT NURSING HOME,"yes, evacuated"
2817,LA,st. charles parish,,,,,advice from the media,,,,"yes, evacuated"
2818,MS,harrison county,,,,,information about the severity of the storm,advice from national weather service,,,"yes, evacuated"
2819,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2820,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2821,AL,baldwin county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2822,MS,hancock county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2823,LA,orleans parish,,,,,concerned that storm might hit,concerned strong winds would make house unsafe,,,"yes, evacuated"
2824,LA,st. john the baptist parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2825,AL,mobile county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2826,LA,st. charles parish,5,,,,,,,,"no, did not evacuate"
2827,LA,orleans parish,24,,,,,,,,"no, did not evacuate"
2828,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2829,AL,baldwin county,15,,,,,,,,"no, did not evacuate"
2830,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2831,MS,jackson county,,,,,advice from national weather service,advice from the media,concerned strong winds would make house unsafe,,"yes, evacuated"
2832,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2833,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2834,MS,hancock county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2835,AL,baldwin county,28,,,,,,,,"no, did not evacuate"
2836,MS,harrison county,,,,,experience in other storms,concerned storm would cause home to flood,,,"yes, evacuated"
2837,AL,mobile county,,,,,information about the severity of the storm,experience in other storms,,,"yes, evacuated"
2838,MS,jackson county,,,,,experience in other storms,,,,"yes, evacuated"
2839,LA,st. charles parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2840,AL,baldwin county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2841,AL,baldwin county,,,,,"other, specify",,,THOUGHT WE ALL SHOULD BE TOGHTHER IN CASE WE COULDNT GET OUT,"yes, evacuated"
2842,AL,mobile county,1,,,,,,,,"no, did not evacuate"
2843,MS,hancock county,,,,,forecast indicated storm would hit,forecast indicated storm could hit,,,"yes, evacuated"
2844,MS,harrison county,,,,,experience in other storms,,,,"yes, evacuated"
2845,LA,st. john the baptist parish,21,,,,,,,,"no, did not evacuate"
2846,AL,baldwin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2847,MS,jackson county,29,,,NEVER HAD A PROBLEM WITH THEM,,,,,"no, did not evacuate"
2848,LA,orleans parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2849,AL,mobile county,,,,,"other, specify",,,BECAUSE THEY LIVE IN A BETTER HOME ELSEWHERE,"yes, evacuated"
2850,LA,st. charles parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2851,MS,hancock county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2852,LA,st. john the baptist parish,6,,,,,,,,"no, did not evacuate"
2853,AL,baldwin county,,,,,national weather service issued hurricane watch,concerned that storm might hit,concerned strong winds would make house unsafe,,"yes, evacuated"
2854,LA,st. charles parish,17,,,,,,,,"no, did not evacuate"
2855,MS,harrison county,21,,,,,,,,"no, did not evacuate"
2856,AL,baldwin county,,,,,advice from the media,,,,"yes, evacuated"
2857,MS,jackson county,4,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2858,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2859,AL,mobile county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2860,LA,st. john the baptist parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2861,MS,harrison county,,,,,advice from friend or relative,information about the severity of the storm,,,"yes, evacuated"
2862,AL,mobile county,,,,,concerned storm would cause home to flood,concerned flooding would cut off roads ,,,"yes, evacuated"
2863,MS,hancock county,6,wanted to protect property from looters,,,,,,,"no, did not evacuate"
2864,AL,mobile county,29,,,DIDNT WANT TO GO,,,,,"no, did not evacuate"
2865,AL,baldwin county,28,,,,,,,,"no, did not evacuate"
2866,LA,st. john the baptist parish,29,,,WE WERE WAITING TO THE LAST MINUTE THEN WE DECIDED NOT TO GO,,,,,"no, did not evacuate"
2867,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2868,LA,orleans parish,30,,,,,,,,"no, did not evacuate"
2869,AL,mobile county,6,location was on the weak (left) side of the storm,,,,,,,"no, did not evacuate"
2870,MS,jackson county,,,,,concerned storm would cause home to flood,concerned flooding would cut off roads ,,,"yes, evacuated"
2871,AL,baldwin county,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
2872,AL,mobile county,,,,,concerned strong winds would make house unsafe,concerned flooding would cut off roads ,,,"yes, evacuated"
2873,LA,st. john the baptist parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2874,MS,jackson county,,,,,advice from national weather service,forecast indicated storm would hit,concerned strong winds would make house unsafe,,"yes, evacuated"
2875,AL,baldwin county,,,,,"other, specify",,,HAD NEVER BEEN THROUGH A HURRICANE IN THAT HOUSE,"yes, evacuated"
2876,AL,baldwin county,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
2877,LA,st. charles parish,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2878,MS,harrison county,1,probabilities indicated low chance of a hit,,,,,,,"no, did not evacuate"
2879,LA,orleans parish,,,,,"other, specify",,,I HAD TO WORK.,"yes, evacuated"
2880,AL,mobile county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2881,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2882,AL,baldwin county,,,,,advice or order by elected officials,advice-order from police officer or fire fighter,advice from national weather service,,"yes, evacuated"
2883,LA,st. charles parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2884,MS,hancock county,29,,,I RODE CAMILLE,,,,,"no, did not evacuate"
2885,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2886,LA,st. john the baptist parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2887,MS,jackson county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2888,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2889,AL,baldwin county,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
2890,MS,hancock county,4,,,,,,,,"no, did not evacuate"
2891,LA,st. charles parish,,,,,advice or order by elected officials,advice or order by public safety officials,,,"yes, evacuated"
2892,LA,orleans parish,6,,,,,,,,"no, did not evacuate"
2893,LA,st. charles parish,30,,,,,,,,"no, did not evacuate"
2894,AL,mobile county,18,,,,,,,,"no, did not evacuate"
2895,LA,st. john the baptist parish,21,,,,,,,,"no, did not evacuate"
2896,LA,jefferson parish,4,,,,,,,,"no, did not evacuate"
2897,LA,orleans parish,,,,,concerned flooding would cut off roads ,concerned storm would cause home to flood,,,"yes, evacuated"
2898,LA,orleans parish,29,,,IT WAS GOING TO BECOME A STAND STILL IT WOULD OF BEEN WORSE ON THE ROAD,,,,,"no, did not evacuate"
2899,MS,jackson county,,,,,experience in other storms,,,,"yes, evacuated"
2900,AL,mobile county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2901,LA,st. charles parish,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
2902,LA,orleans parish,,,,,advice from national weather service,,,,"yes, evacuated"
2903,LA,orleans parish,,,,,loss of utilities--family member with special needs,experience in other storms,,,"yes, evacuated"
2904,MS,jackson county,29,location was on the weak (left) side of the storm,,HOUSE NOT ON THE WATER,,,,,"no, did not evacuate"
2905,LA,st. john the baptist parish,18,,,,,,,,"no, did not evacuate"
2906,AL,baldwin county,30,,,,,,,,"no, did not evacuate"
2907,LA,st. charles parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2908,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2909,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2910,LA,plaquemines parish,,,,,"other, specify",,,THERES NOT ENOUGH LAND BETWEEN MY HOME AND THE GULF OF MEXICO,"yes, evacuated"
2911,MS,jackson county,,,,,experience in other storms,,,,"yes, evacuated"
2912,LA,jefferson parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2913,LA,plaquemines parish,29,,,I HAVE NEVER LEFT ON ANY HURRICAN,,,,,"no, did not evacuate"
2914,LA,st. john the baptist parish,21,,,,,,,,"no, did not evacuate"
2915,AL,baldwin county,29,,,I HAD MADE THE NECESSARY PREPARATIONS TO STAY,,,,,"no, did not evacuate"
2916,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2917,LA,orleans parish,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
2918,LA,jefferson parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2919,MS,jackson county,29,,,NEVER LEFT,,,,,"no, did not evacuate"
2920,LA,orleans parish,,,,,advice from friend or relative,,,,"yes, evacuated"
2921,MS,harrison county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2922,LA,st. john the baptist parish,10,,,,,,,,"no, did not evacuate"
2923,MS,jackson county,,,,,"other, specify",,,JUST A BLOCK FROM THE WATER,"yes, evacuated"
2924,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2925,LA,orleans parish,6,traffic too bad,,,,,,,"no, did not evacuate"
2926,LA,plaquemines parish,,,,,"other, specify",,,I WANTED TO TRAVEL,"yes, evacuated"
2927,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2928,LA,jefferson parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2929,MS,jackson county,29,,,WEATHERED STORMS ALL MY LIFE HERE,,,,,"no, did not evacuate"
2930,LA,plaquemines parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2931,AL,mobile county,14,,,,,,,,"no, did not evacuate"
2932,LA,orleans parish,,,,,information about the severity of the storm,concerned that storm might hit,forecast indicated storm could hit,,"yes, evacuated"
2933,MS,harrison county,6,,,,,,,,"no, did not evacuate"
2934,LA,orleans parish,,,,,national weather service issued hurricane warning,,,,"yes, evacuated"
2935,MS,jackson county,29,,,DIDN'T THINK IT WAS NECESSARY,,,,,"no, did not evacuate"
2936,LA,st. john the baptist parish,28,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2937,MS,harrison county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2938,MS,jackson county,12,,,,,,,,"no, did not evacuate"
2939,LA,st. john the baptist parish,10,,,,,,,,"no, did not evacuate"
2940,MS,hancock county,28,,,,,,,,"no, did not evacuate"
2941,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2942,LA,orleans parish,,,,,concerned storm would cause home to flood,concerned flooding would cut off roads ,,,"yes, evacuated"
2943,MS,harrison county,29,,,FINANCIALLY,,,,,"no, did not evacuate"
2944,LA,jefferson parish,8,,,,,,,,"no, did not evacuate"
2945,LA,st. john the baptist parish,6,,,,,,,,"no, did not evacuate"
2946,MS,jackson county,,,,,concerned that storm might hit,,,,"yes, evacuated"
2947,LA,orleans parish,,,,,advice from national weather service,advice or order by public safety officials,advice or order by elected officials,,"yes, evacuated"
2948,LA,orleans parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2949,MS,jackson county,18,,,,,,,,"no, did not evacuate"
2950,MS,harrison county,6,,,,,,,,"no, did not evacuate"
2951,MS,hancock county,29,,,EXPERIENCE WITH OTHER STORMS,,,,,"no, did not evacuate"
2952,MS,jackson county,21,,,,,,,,"no, did not evacuate"
2953,LA,orleans parish,4,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2954,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2955,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2956,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2957,AL,baldwin county,,,,,"other, specify",,,FOR OUR SAFETY PLUS I HAD TWO GRANDBABYS AND I DIDNT WANT TO TAKE A CHANCE,"yes, evacuated"
2958,MS,hancock county,,,,,concerned storm would cause home to flood,"other, specify",,LIVE ON A CANAL,"yes, evacuated"
2959,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2960,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2961,LA,jefferson parish,,,,,advice from the media,advice or order by elected officials,,,"yes, evacuated"
2962,AL,baldwin county,,,,,concerned storm would cause home to flood,"other, specify",,ALSO WE LIVE IN A TRAILER,"yes, evacuated"
2963,LA,plaquemines parish,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2964,LA,orleans parish,7,,,,,,,,"no, did not evacuate"
2965,LA,st. tammany parish,,,,,advice from the media,,,,"yes, evacuated"
2966,LA,plaquemines parish,6,"other, specify:____",,I BELIEVE IN GOD,,,,,"no, did not evacuate"
2967,LA,jefferson parish,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
2968,MS,hancock county,,,,,advice from national weather service,advice from friend or relative,,,"yes, evacuated"
2969,AL,baldwin county,30,,,,,,,,"no, did not evacuate"
2970,MS,harrison county,,,,,concerned storm would cause home to flood,concerned strong winds would make house unsafe,loss of utilities--family member with special needs,,"yes, evacuated"
2971,LA,jefferson parish,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
2972,AL,mobile county,22,,,,,,,,"no, did not evacuate"
2973,LA,st. tammany parish,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2974,MS,harrison county,,,,,"other, specify",,,I FELT SAFER IN MY FAMILIES HOUSE,"yes, evacuated"
2975,LA,orleans parish,14,,,,,,,,"no, did not evacuate"
2976,LA,st. tammany parish,6,,,,,,,,"no, did not evacuate"
2977,AL,baldwin county,,,,,probability (odds) were high that the storm could hit,information about the severity of the storm,,,"yes, evacuated"
2978,MS,hancock county,4,,,,,,,,"no, did not evacuate"
2979,LA,plaquemines parish,,,,,advice or order by public safety officials,advice or order by elected officials,advice from national weather service,,"yes, evacuated"
2980,MS,hancock county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2981,AL,mobile county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2982,MS,harrison county,4,,,,,,,,"no, did not evacuate"
